label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
curl_up,0.490541935,0.3655148148536682,-0.887463927,0.9999939799308777,0.5068269371986389,0.31625184416770935,-0.79784441,0.9999844431877136,0.5187634229660034,0.3169591724872589,-0.797674358,0.9999821782112122,0.5303483605384827,0.3175356090068817,-0.797334135,0.999981165,0.4665864408016205,0.3150685429573059,-0.82980907,0.9999859929084778,0.4505137801170349,0.31594881415367126,-0.829540074,0.9999840259552002,0.43682900071144104,0.31702110171318054,-0.829844475,0.9999834895133972,0.5434563159942627,0.33879342675209045,-0.329585284,0.9999840259552002,0.4116879105567932,0.3456209897994995,-0.464950144,0.9999927878379822,0.5119603872299194,0.4167163670063019,-0.721209705,0.9999938011169434,0.4631093442440033,0.4151886999607086,-0.759767056,0.9999949336051941,0.6413754224777222,0.565360963,-0.038416259,0.9999496340751648,0.31827789545059204,0.6158415079116821,-0.235359147,0.9995335936546326,0.933729351,0.5914958715438843,-0.255876869,0.9991013407707214,0.23812203109264374,0.9601589441299438,-0.154934064,0.9357777237892151,0.7972753643989563,0.3051762580871582,-0.667577863,0.9970430135726929,0.20519153773784637,1.2914186716079712,-0.400774807,0.6756232380867004,0.7574899792671204,0.26387110352516174,-0.771641552,0.9838346242904663,0.18610861897468567,1.403289556503296,-0.447095245,0.5769041180610657,0.7233155965805054,0.2704479992389679,-0.690417349,0.9842532277107239,0.21405816078186035,1.402590274810791,-0.561455846,0.6590487360954285,0.7250779867172241,0.2893785834312439,-0.652599156,0.9820808172225952,0.22723832726478577,1.3675709962844849,-0.449056238,0.6905537247657776,0.5986787676811218,1.2422112226486206,0.014704117551445961,0.042974378913640976,0.369346023,1.251754879951477,-0.01114045,0.021796498,0.6057307124137878,1.8121469020843506,0.001119985,0.002313451,0.3951612412929535,1.811755895614624,-0.051074155,0.000876597,0.597354531,2.2935702800750732,0.5201484560966492,0.000108126,0.3932811915874481,2.299633502960205,0.30032140016555786,3.728811498149298e-05,0.5960551500320435,2.3605096340179443,0.5385785102844238,6.831096834503114e-05,0.383994997,2.3696141242980957,0.3125850260257721,0.00013859,0.5917064547538757,2.439720392227173,0.031083593145012856,0.000206407,0.4406631886959076,2.4537694454193115,-0.289078683,0.000186568
curl_up,0.47818249464035034,0.35605427622795105,-0.87145853,0.9999951124191284,0.49638843536376953,0.30602195858955383,-0.787346303,0.9999874234199524,0.5087275505065918,0.30714401602745056,-0.787307084,0.9999860525131226,0.5205071568489075,0.30877602100372314,-0.786933362,0.9999852180480957,0.4540988504886627,0.3056339919567108,-0.808109164,0.9999887943267822,0.4394894242286682,0.30590811371803284,-0.807715595,0.9999876022338867,0.4263588488101959,0.30677637457847595,-0.808043301,0.9999859929084778,0.5330921411514282,0.3335096538066864,-0.354791462,0.9999846816062927,0.401542991,0.33756202459335327,-0.442607015,0.9999940991401672,0.502781332,0.40709322690963745,-0.720179021,0.9999930262565613,0.4490860402584076,0.40848568081855774,-0.745683908,0.999994695,0.628075361,0.568737805,-0.114467345,0.999937892,0.306249201,0.6243589520454407,-0.216915414,0.9991652369499207,0.9119812846183777,0.5647280812263489,-0.365987122,0.9990877509117126,0.24877886474132538,0.97876507,-0.047923736,0.828183115,0.8672888875007629,0.22440701723098755,-0.807301879,0.998356283,0.23147091269493103,1.3450921773910522,-0.29395628,0.48306745290756226,0.8464823961257935,0.1597570776939392,-0.91653502,0.9893143177032471,0.21604624390602112,1.468998670578003,-0.334553629,0.4367069602012634,0.814193845,0.16146858036518097,-0.856904984,0.9896746873855591,0.2468983680009842,1.4629247188568115,-0.443233639,0.5253151655197144,0.8131083250045776,0.1855851113796234,-0.80299437,0.9883646368980408,0.26095566153526306,1.4218589067459106,-0.342709273,0.5736340880393982,0.6077512502670288,1.2620422840118408,-0.025133515,0.044163793325424194,0.3687742054462433,1.2767163515090942,0.029318476,0.01887442,0.6262587308883667,1.8322993516921997,-0.090771407,0.001094766,0.404381126,1.8335487842559814,-0.029109746,0.000434629,0.6255849599838257,2.3168625831604004,0.4482901990413666,7.666587771382183e-05,0.41549625992774963,2.3184969425201416,0.32257625460624695,2.039326136582531e-05,0.6291775703430176,2.3848631381988525,0.4671957492828369,5.627873179037124e-05,0.40678316354751587,2.3856468200683594,0.33625277876853943,9.67066443990916e-05,0.6128727197647095,2.460595131,-0.074691191,0.000164361,0.46731168031692505,2.470728874206543,-0.26671958,0.000132569
curl_up,0.4802500307559967,0.35973700881004333,-0.792744637,0.9999927878379822,0.4970978796482086,0.31305187940597534,-0.709518433,0.9999796152114868,0.5089335441589355,0.31305912137031555,-0.709336162,0.9999768733978271,0.5199424028396606,0.31343141198158264,-0.709143758,0.9999758005142212,0.4569011330604553,0.31303098797798157,-0.739696085,0.9999839067459106,0.4414029121398926,0.3132871985435486,-0.739420533,0.999983549,0.4272317886352539,0.31429004669189453,-0.739789367,0.9999825954437256,0.5323343873023987,0.3335248529911041,-0.270429462,0.9999781847000122,0.40135329961776733,0.3406035304069519,-0.399003625,0.9999926090240479,0.5045961141586304,0.40749841928482056,-0.63586849,0.9999905228614807,0.4504825472831726,0.41128697991371155,-0.672616839,0.9999930262565613,0.626141369,0.5557665228843689,-0.023706628,0.9999433755874634,0.3068247139453888,0.6226835250854492,-0.194847822,0.9994378685951233,0.9081330299377441,0.4949647784233093,-0.19639197,0.9993396401405334,0.2507827877998352,0.9832146763801575,-0.047128383,0.8508954048156738,0.7739214897155762,0.1926822066307068,-0.484969527,0.9968114495277405,0.23254606127738953,1.333892583847046,-0.260614336,0.44513562321662903,0.7363836169242859,0.14093691110610962,-0.569350362,0.9741988182067871,0.2175903022289276,1.4502661228179932,-0.301977962,0.38945916295051575,0.7034603357315063,0.150415838,-0.483685583,0.9741284847259521,0.24298985302448273,1.4464682340621948,-0.411929697,0.4681549072265625,0.7053803205490112,0.17430035769939423,-0.467318207,0.9715566635131836,0.25581809878349304,1.4063705205917358,-0.308853298,0.5088374018669128,0.5960231423377991,1.253554105758667,0.001549327,0.065629669,0.3663069009780884,1.2625176906585693,0.00207064,0.032200791,0.6086028814315796,1.8224561214447021,-0.025736719,0.002094626,0.3887966275215149,1.823255181312561,-0.031416543,0.000968373,0.6029590964317322,2.3115181922912598,0.4912152886390686,0.000111714,0.39202266931533813,2.3172171115875244,0.2947924733161926,4.5751879952149466e-05,0.6026924848556519,2.3799920082092285,0.5113246440887451,8.040075772441924e-05,0.379929781,2.3863794803619385,0.3064975440502167,0.000192731,0.5987361669540405,2.454644203186035,0.003856691,0.000258642,0.4490131735801697,2.4692273139953613,-0.297078907,0.00018346
curl_up,0.4780734181404114,0.362572581,-0.814782619,0.9999908208847046,0.4961373209953308,0.3163093626499176,-0.73517096,0.999973714,0.5083917379379272,0.31549766659736633,-0.734939933,0.999970019,0.5195896625518799,0.31524044275283813,-0.734770536,0.9999688267707825,0.45531511306762695,0.317819208,-0.761673629,0.9999797940254211,0.43982309103012085,0.31825894117355347,-0.761373878,0.9999797344207764,0.42574772238731384,0.3196849822998047,-0.761770129,0.9999794960021973,0.5326289534568787,0.3331051468849182,-0.295624197,0.999973714,0.40107598900794983,0.342186302,-0.40373832,0.9999914169311523,0.5038756132125854,0.40935400128364563,-0.655659258,0.9999884963035583,0.44990378618240356,0.414716512,-0.688064873,0.9999915361404419,0.6264466047286987,0.5542552471160889,-0.043783341,0.9999430179595947,0.3076777756214142,0.6216081976890564,-0.184409693,0.999532163,0.9082194566726685,0.47981688380241394,-0.232828259,0.9994250535964966,0.2506341338157654,0.9848526120185852,-0.014114492,0.8532323837280273,0.7543590068817139,0.1879342645406723,-0.514951587,0.9955094456672668,0.2312195748090744,1.3433762788772583,-0.220099643,0.413856566,0.7070204615592957,0.13373340666294098,-0.601259828,0.9625664949417114,0.21543626487255096,1.4600977897644043,-0.262893736,0.3592081069946289,0.6779943704605103,0.14629225432872772,-0.498534828,0.9623109698295593,0.2406902313232422,1.4585754871368408,-0.370032907,0.43483927845954895,0.6816454529762268,0.1717507392168045,-0.491105229,0.9587245583534241,0.25340694189071655,1.4180281162261963,-0.268177092,0.46802252531051636,0.5965280532836914,1.2555421590805054,-0.00152771,0.069983818,0.3664427399635315,1.265384316444397,0.005340832,0.036603987,0.60887742,1.827525258,-0.003022793,0.002606334,0.3891362249851227,1.8310248851776123,-0.005148942,0.001214596,0.6033099889755249,2.3200764656066895,0.5638603568077087,0.000128047,0.3925548195838928,2.3297574520111084,0.37550634145736694,5.479490209836513e-05,0.6031925082206726,2.3899731636047363,0.5891223549842834,9.437310654902831e-05,0.3800392746925354,2.400573253631592,0.3925241529941559,0.000227716,0.5993822813034058,2.464134931564331,0.063416749,0.000303326,0.4502089023590088,2.4825971126556396,-0.231365353,0.000200335
curl_up,0.4768308997154236,0.3654928505420685,-0.787593663,0.9999905824661255,0.4948824942111969,0.31752315163612366,-0.705655754,0.9999726414680481,0.5070832371711731,0.31610268354415894,-0.705469429,0.99996841,0.5180545449256897,0.3154658079147339,-0.705149114,0.9999675154685974,0.4536628723144531,0.320320725,-0.738086343,0.9999792575836182,0.4381029009819031,0.32094845175743103,-0.737882257,0.9999788403511047,0.4240191578865051,0.3224754333496094,-0.738245666,0.9999789595603943,0.5285836458206177,0.3328845798969269,-0.277508706,0.9999718070030212,0.3978872001171112,0.3443151116371155,-0.414513975,0.9999908804893494,0.5023450255393982,0.4129417836666107,-0.634439468,0.9999876022338867,0.4486958384513855,0.4189237058162689,-0.673533559,0.9999911189079285,0.6238768696784973,0.5567988753318787,-0.025777202,0.9999362826347351,0.3040805160999298,0.6327384114265442,-0.236992091,0.9994937181472778,0.9096042513847351,0.5230914354324341,-0.22459574,0.9994063377380371,0.24751511216163635,0.9946816563606262,-0.141813844,0.858096182,0.8178107142448425,0.18520934879779816,-0.573109925,0.9955572485923767,0.23369383811950684,1.3799201250076294,-0.41257453,0.4032011032104492,0.7805804014205933,0.12446122616529465,-0.663205028,0.9626434445381165,0.21662631630897522,1.5012413263320923,-0.459845603,0.3463522791862488,0.7519508600234985,0.13159431517124176,-0.595003486,0.9622548818588257,0.24445220828056335,1.4996379613876343,-0.570146739,0.42355453968048096,0.7551528215408325,0.15858009457588196,-0.563181341,0.9593120217323303,0.25839483737945557,1.4582980871200562,-0.461835623,0.4571247100830078,0.6062710881233215,1.2626937627792358,0.009791018,0.070456363,0.3733729124069214,1.281143069267273,-0.006305789,0.036369935,0.6294153928756714,1.838071584701538,-0.008609099,0.002989359,0.40687912702560425,1.8478755950927734,-0.047501728,0.001405654,0.6382858753204346,2.3332226276397705,0.5063501596450806,0.000135969,0.4255891740322113,2.3443827629089355,0.2776649594306946,6.166185630718246e-05,0.6410919427871704,2.403428792953491,0.525666356,9.57265219767578e-05,0.41674667596817017,2.413616657,0.2887480556964874,0.000245304,0.6359580755233765,2.477266788482666,0.034190334379673004,0.000336713,0.4876420497894287,2.4977219104766846,-0.294299662,0.000233975
curl_up,0.4495388865470886,0.36353784799575806,-0.817425072,0.9999950528144836,0.4660807251930237,0.31317800283432007,-0.73468709,0.9999870657920837,0.47789159417152405,0.31282252073287964,-0.734591186,0.9999849200248718,0.4875611662864685,0.31310132145881653,-0.734147131,0.9999849796295166,0.4224785268306732,0.3122505843639374,-0.758711576,0.9999892115592957,0.40741831064224243,0.3117504119873047,-0.758306801,0.9999879002571106,0.39316755533218384,0.31310003995895386,-0.75859946,0.999987781,0.4990552067756653,0.3336876630783081,-0.312596112,0.9999858140945435,0.3713916540145874,0.34137821197509766,-0.417331606,0.9999945163726807,0.4741983413696289,0.412593275,-0.670030713,0.999993086,0.4217075705528259,0.41669097542762756,-0.700623631,0.9999949932098389,0.6035373210906982,0.5652492046356201,-0.081464909,0.9999400973320007,0.26665255427360535,0.6398109793663025,-0.198660076,0.9991914629936218,0.8812199831008911,0.5977078080177307,-0.32207197,0.9990333914756775,0.2066165953874588,0.9881451725959778,-0.057128619,0.8572388291358948,0.8647049069404602,0.2380891889333725,-0.783094585,0.9978177547454834,0.1865910291671753,1.3265858888626099,-0.284127563,0.46535390615463257,0.8569426536560059,0.15575093030929565,-0.88645494,0.9838997721672058,0.1777346134185791,1.4438081979751587,-0.317554295,0.4146675765514374,0.8226252794265747,0.15981251001358032,-0.833145142,0.9840604066848755,0.21117742359638214,1.4299267530441284,-0.416606247,0.5077876448631287,0.8160886764526367,0.18800780177116394,-0.783775806,0.9825035333633423,0.2218223512172699,1.3919497728347778,-0.329035193,0.5516074299812317,0.6047109365463257,1.2664490938186646,-0.041100617,0.047389288,0.3609905540943146,1.2933413982391357,0.045779161155223846,0.022259872406721115,0.6326403021812439,1.8392194509506226,-0.107924759,0.001829644,0.40448275208473206,1.853298306465149,-0.039929435,0.00073948,0.6426583528518677,2.330991506576538,0.4104267656803131,7.785425259498879e-05,0.4287289083003998,2.33809495,0.2881297469139099,2.792411578411702e-05,0.6471415758132935,2.399167776107788,0.4292990267276764,5.798139318358153e-05,0.4230378270149231,2.405292272567749,0.3013741672039032,0.000118432,0.6280634999275208,2.4804351329803467,-0.087618008,0.00017964,0.47898298501968384,2.4924960136413574,-0.287178129,0.000134198
curl_up,0.42905816435813904,0.36673611402511597,-0.847417712,0.9999980330467224,0.44524645805358887,0.31557658314704895,-0.768455803,0.9999950528144836,0.45620495080947876,0.3165646195411682,-0.768318295,0.999994159,0.4679780602455139,0.3176012933254242,-0.76793611,0.999994159,0.4016062617301941,0.3146727681159973,-0.790103912,0.9999954700469971,0.38513267040252686,0.31523454189300537,-0.789626658,0.9999946355819702,0.3721717894077301,0.3166953921318054,-0.789919257,0.9999943971633911,0.483373225,0.33811840415000916,-0.346175283,0.9999943971633911,0.3492278456687927,0.3456237018108368,-0.446866453,0.9999975562095642,0.45525503158569336,0.41622745990753174,-0.697246253,0.999997079,0.4015602469444275,0.42089173197746277,-0.726875901,0.9999979138374329,0.592078447,0.5712003707885742,-0.072909288,0.9999631643295288,0.2578696608543396,0.6385164856910706,-0.221377537,0.9995166659355164,0.851249099,0.6616579294204712,-0.243630365,0.9986388683319092,0.18981431424617767,0.9842413663864136,-0.13263455,0.8684602975845337,0.9229283332824707,0.33937007188796997,-0.681736112,0.9989827275276184,0.11388193070888519,1.3659019470214844,-0.41164881,0.6181028485298157,0.9381247758865356,0.2584264576435089,-0.775229514,0.9936521649360657,0.091646627,1.484434962272644,-0.44253239,0.5747604370117188,0.9019576907157898,0.24501515924930573,-0.730129898,0.9939401149749756,0.12144817411899567,1.4795899391174316,-0.55294621,0.6643263697624207,0.889506459,0.2711714804172516,-0.684953213,0.9932180643081665,0.13933797180652618,1.4438519477844238,-0.464217573,0.7008177042007446,0.5984269976615906,1.2633939981460571,-0.029291278,0.029510913,0.3572053611278534,1.2929171323776245,0.033733118,0.014749634079635143,0.629562259,1.8455764055252075,-0.129756808,0.000791485,0.39896026253700256,1.8690052032470703,-0.038238082,0.000294083,0.6403413414955139,2.3515520095825195,0.38196128606796265,3.689843288157135e-05,0.4270602762699127,2.373917579650879,0.25687214732170105,1.089141642296454e-05,0.6441320180892944,2.421055793762207,0.4027128219604492,2.8117603505961597e-05,0.4222431182861328,2.4470980167388916,0.267378032,4.4186741433804855e-05,0.6350334286689758,2.503103494644165,-0.105412044,0.000105233,0.4844610095024109,2.521718740463257,-0.319501668,7.386379729723558e-05
curl_up,0.437295139,0.36808669567108154,-0.747223794,0.9999983310699463,0.4534670412540436,0.32021453976631165,-0.675892472,0.999996006,0.46614378690719604,0.32078370451927185,-0.675718307,0.9999954104423523,0.47741246223449707,0.32185888290405273,-0.675444543,0.9999954104423523,0.4118409752845764,0.3179403841495514,-0.69402355,0.9999958276748657,0.3948940634727478,0.3178337514400482,-0.693473041,0.9999950528144836,0.37956929206848145,0.31910577416419983,-0.693761766,0.9999944567680359,0.4918203353881836,0.33884289860725403,-0.288317859,0.9999956488609314,0.35614848136901855,0.3466459810733795,-0.372221053,0.9999977350234985,0.4630490839481354,0.41653695702552795,-0.609505057,0.9999977350234985,0.40942153334617615,0.42052873969078064,-0.63373518,0.9999982118606567,0.5982892513275146,0.5774098634719849,-0.031400919,0.999973714,0.2638610303401947,0.6306651830673218,-0.153029829,0.9996992349624634,0.8518092036247253,0.7295400500297546,-0.164476633,0.9984114766120911,0.1971506029367447,0.9867151379585266,0.019332541152834892,0.8647497296333313,0.871395469,0.4282681345939636,-0.534922719,0.9992874264717102,0.1401016116142273,1.360247015953064,-0.135517329,0.698509157,0.874313474,0.34910696744918823,-0.611692727,0.9961995482444763,0.12064437568187714,1.473744273,-0.144729346,0.6661241054534912,0.8284419178962708,0.3343174159526825,-0.555067837,0.9964446425437927,0.14649303257465363,1.4673824310302734,-0.253439218,0.7430535554885864,0.8156469464302063,0.3533822298049927,-0.52931416,0.9959642291069031,0.16395005583763123,1.433407187461853,-0.184431568,0.7749268412590027,0.6041687726974487,1.2481087446212769,-0.025545755,0.023808207362890244,0.3638617992401123,1.275892972946167,0.030280599370598793,0.012715466320514679,0.6276361346244812,1.8342128992080688,-0.117633834,0.000399101,0.39355337619781494,1.8554171323776245,-0.058080234,0.000153195,0.6303077936172485,2.3431918621063232,0.3599322438240051,2.1499243302969262e-05,0.41269588470458984,2.3669750690460205,0.2134561985731125,5.728159521822818e-06,0.6320254802703857,2.412480354309082,0.3784244656562805,1.7503514754935168e-05,0.40346813201904297,2.4412851333618164,0.22218450903892517,2.181688068958465e-05,0.6284512281417847,2.4941933155059814,-0.111781046,7.300604193005711e-05,0.47531500458717346,2.512402296066284,-0.35868603,4.919489583699033e-05
curl_up,0.44083547592163086,0.3651963174343109,-0.753848553,0.9999982714653015,0.45696011185646057,0.32011887431144714,-0.680688143,0.9999961853027344,0.4697059988975525,0.3205967843532562,-0.680490732,0.9999957084655762,0.4807448983192444,0.32183897495269775,-0.680214763,0.999995768,0.41519349813461304,0.31911519169807434,-0.700733662,0.9999957084655762,0.3980991244316101,0.3191722333431244,-0.700237751,0.9999948740005493,0.38278812170028687,0.3206896185874939,-0.70050776,0.9999943971633911,0.49631771445274353,0.3394574820995331,-0.288965017,0.9999959468841553,0.3594852387905121,0.3475304841995239,-0.380613059,0.9999976754188538,0.4669627249240875,0.4138168394565582,-0.614703,0.9999977946281433,0.4146866798400879,0.41689789295196533,-0.641128302,0.9999982118606567,0.6015229225158691,0.5785472393035889,-0.045759663,0.9999765753746033,0.2669163644313812,0.6291775107383728,-0.154164061,0.9997352957725525,0.8583723902702332,0.7031397223472595,-0.235460803,0.9976943135261536,0.20549194514751434,0.9906971454620361,0.017473137006163597,0.8204854130744934,0.862026572,0.3839380145072937,-0.648635089,0.9991150498390198,0.16842328011989594,1.3628532886505127,-0.162025541,0.6281720995903015,0.856855571,0.30612170696258545,-0.737507105,0.9956372380256653,0.15158800780773163,1.478996753692627,-0.177548334,0.6047890782356262,0.8170571327209473,0.2929973006248474,-0.674839377,0.9958702325820923,0.17631526291370392,1.475008487701416,-0.284416437,0.6881048679351807,0.8066161870956421,0.31599581241607666,-0.641591847,0.9952067732810974,0.1928100436925888,1.4397780895233154,-0.209996864,0.7233639359474182,0.5978935956954956,1.2446869611740112,-0.034002069,0.019351935014128685,0.35978126525878906,1.2702258825302124,0.038946602,0.010076059959828854,0.6221778988838196,1.8288235664367676,-0.133822143,0.00021992,0.3892614543437958,1.8467563390731812,-0.055522628,9.917884017340839e-05,0.6237054467201233,2.340136766433716,0.34113508462905884,1.5247457668010611e-05,0.4063204824924469,2.3625214099884033,0.21146908402442932,3.7723818877566373e-06,0.6258814930915833,2.4092977046966553,0.35945361852645874,1.4762992577743717e-05,0.39841997623443604,2.437485456466675,0.21921834349632263,1.4978149010858033e-05,0.6178069710731506,2.4922900199890137,-0.135163397,5.935780791332945e-05,0.4640875458717346,2.509219169616699,-0.361392468,3.663388633867726e-05
curl_up,0.4412885308265686,0.3648602366447449,-0.768950522,0.9999973773956299,0.45814085006713867,0.31983134150505066,-0.694862127,0.9999943375587463,0.47053584456443787,0.31978097558021545,-0.694702327,0.9999935626983643,0.48184695839881897,0.32025381922721863,-0.694439292,0.9999939203262329,0.41610246896743774,0.3198547661304474,-0.711716533,0.999993622,0.3983757197856903,0.3200890123844147,-0.711236715,0.9999919533729553,0.3832934498786926,0.32133468985557556,-0.711505949,0.9999914169311523,0.49962663650512695,0.3391575515270233,-0.290213406,0.999994159,0.35994452238082886,0.3477400243282318,-0.366675764,0.999996006,0.4681928753852844,0.4129347801208496,-0.624524832,0.9999964237213135,0.41544365882873535,0.41661232709884644,-0.646436274,0.9999968409538269,0.6033215522766113,0.5621335506439209,-0.063982345,0.9999698400497437,0.26877501606941223,0.6281059980392456,-0.130586579,0.9995367527008057,0.8721631169319153,0.6432609558105469,-0.305988014,0.997931182,0.20854373276233673,0.98830539,0.030898138880729675,0.7888588309288025,0.8469703793525696,0.3077027499675751,-0.736557722,0.9988544583320618,0.16527597606182098,1.360892892,-0.200312048,0.5002610087394714,0.8321894407272339,0.23285526037216187,-0.83237344,0.9939489960670471,0.1453704535961151,1.4784560203552246,-0.22732541,0.47450900077819824,0.7941433787345886,0.22463706135749817,-0.768287897,0.9943360090255737,0.170927495,1.4784349203109741,-0.338736117,0.5729135274887085,0.7869323492050171,0.25072768330574036,-0.729585946,0.9933080673217773,0.18921582400798798,1.441506028175354,-0.252182424,0.6068039536476135,0.5975938439369202,1.2416300773620605,-0.046447534,0.018945314,0.3614749610424042,1.2658588886260986,0.05126062,0.009145566,0.6221861839294434,1.8227171897888184,-0.211538196,0.000462003,0.39095592498779297,1.8377996683120728,-0.07381542,0.000176516,0.6258771419525146,2.334642171859741,0.21289923787117004,2.1975767594994977e-05,0.40886837244033813,2.352731943130493,0.13204912841320038,4.972748229192803e-06,0.6298401951789856,2.402956485748291,0.22602689266204834,2.1695474060834385e-05,0.4030062258243561,2.4265172481536865,0.13212057948112488,2.1002704670536332e-05,0.6111055016517639,2.4890315532684326,-0.286284685,8.353534212801605e-05,0.45997294783592224,2.5042927265167236,-0.448970258,4.481690120883286e-05
